"user_id","meta_value"
5354,"a:1:{s:8:""guardian"";b:1;}"
5353,"a:1:{s:8:""guardian"";b:1;}"
5350,"a:1:{s:8:""guardian"";b:1;}"
5351,"a:1:{s:8:""guardian"";b:1;}"
5352,"a:1:{s:8:""guardian"";b:1;}"
5338,"a:1:{s:8:""guardian"";b:1;}"
5433,"a:1:{s:8:""guardian"";b:1;}"
5899,"a:1:{s:8:""guardian"";b:1;}"
5288,"a:1:{s:8:""guardian"";b:1;}"
5263,"a:1:{s:8:""guardian"";b:1;}"
5215,"a:1:{s:8:""guardian"";b:1;}"
6584,"a:1:{s:8:""customer"";b:1;}"
5185,"a:1:{s:8:""guardian"";b:1;}"
5196,"a:1:{s:8:""guardian"";b:1;}"
5188,"a:1:{s:8:""guardian"";b:1;}"
5189,"a:1:{s:8:""guardian"";b:1;}"
5192,"a:1:{s:8:""guardian"";b:1;}"
5193,"a:1:{s:8:""guardian"";b:1;}"
5194,"a:1:{s:8:""guardian"";b:1;}"
5197,"a:1:{s:8:""guardian"";b:1;}"
5199,"a:1:{s:8:""guardian"";b:1;}"
5218,"a:1:{s:8:""guardian"";b:1;}"
5905,"a:1:{s:8:""guardian"";b:1;}"
6569,"a:1:{s:8:""customer"";b:1;}"
5200,"a:1:{s:8:""guardian"";b:1;}"
6938,"a:1:{s:8:""customer"";b:1;}"
5210,"a:1:{s:8:""guardian"";b:1;}"
9603,"a:2:{s:8:""customer"";b:1;s:8:""guardian"";b:1;}"
5217,"a:1:{s:8:""guardian"";b:1;}"
5214,"a:1:{s:8:""guardian"";b:1;}"
5205,"a:1:{s:8:""guardian"";b:1;}"
6473,"a:1:{s:8:""customer"";b:1;}"
6468,"a:1:{s:8:""customer"";b:1;}"
5332,"a:1:{s:8:""guardian"";b:1;}"
5385,"a:1:{s:8:""guardian"";b:1;}"
6618,"a:1:{s:8:""customer"";b:1;}"
5204,"a:1:{s:8:""guardian"";b:1;}"
5208,"a:1:{s:8:""guardian"";b:1;}"
5211,"a:1:{s:8:""guardian"";b:1;}"
6653,"a:1:{s:8:""customer"";b:1;}"
6534,"a:1:{s:8:""customer"";b:1;}"
5219,"a:1:{s:8:""guardian"";b:1;}"
5220,"a:1:{s:8:""guardian"";b:1;}"
5221,"a:1:{s:8:""guardian"";b:1;}"
5222,"a:1:{s:8:""guardian"";b:1;}"
5223,"a:1:{s:8:""guardian"";b:1;}"
5224,"a:1:{s:8:""guardian"";b:1;}"
6510,"a:1:{s:8:""customer"";b:1;}"
5225,"a:1:{s:8:""guardian"";b:1;}"
5226,"a:1:{s:8:""guardian"";b:1;}"
5227,"a:1:{s:8:""guardian"";b:1;}"
5228,"a:1:{s:8:""guardian"";b:1;}"
5229,"a:1:{s:8:""guardian"";b:1;}"
5230,"a:1:{s:8:""guardian"";b:1;}"
5231,"a:2:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;}"
5707,"a:1:{s:8:""guardian"";b:1;}"
5232,"a:1:{s:8:""guardian"";b:1;}"
5234,"a:2:{s:10:""instructor"";b:1;s:11:""bbp_blocked"";b:1;}"
5246,"a:1:{s:8:""guardian"";b:1;}"
5344,"a:1:{s:8:""guardian"";b:1;}"
5355,"a:1:{s:8:""guardian"";b:1;}"
5334,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5319,"a:1:{s:8:""guardian"";b:1;}"
5320,"a:1:{s:8:""guardian"";b:1;}"
5312,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5706,"a:1:{s:8:""guardian"";b:1;}"
5293,"a:1:{s:8:""guardian"";b:1;}"
5289,"a:1:{s:8:""guardian"";b:1;}"
5273,"a:1:{s:8:""guardian"";b:1;}"
5272,"a:1:{s:8:""guardian"";b:1;}"
6517,"a:1:{s:8:""customer"";b:1;}"
5260,"a:1:{s:8:""guardian"";b:1;}"
6509,"a:1:{s:8:""customer"";b:1;}"
6930,"a:1:{s:8:""customer"";b:1;}"
5241,"a:1:{s:8:""guardian"";b:1;}"
5238,"a:1:{s:8:""guardian"";b:1;}"
5239,"a:1:{s:8:""guardian"";b:1;}"
6563,"a:1:{s:8:""customer"";b:1;}"
5279,"a:1:{s:8:""guardian"";b:1;}"
5274,"a:1:{s:8:""guardian"";b:1;}"
6498,"a:2:{s:8:""customer"";b:1;s:8:""guardian"";b:1;}"
5266,"a:1:{s:8:""guardian"";b:1;}"
5265,"a:1:{s:8:""guardian"";b:1;}"
5261,"a:1:{s:8:""guardian"";b:1;}"
5259,"a:1:{s:8:""guardian"";b:1;}"
5258,"a:1:{s:8:""guardian"";b:1;}"
5256,"a:1:{s:8:""guardian"";b:1;}"
5257,"a:1:{s:8:""guardian"";b:1;}"
5252,"a:1:{s:8:""guardian"";b:1;}"
5250,"a:1:{s:8:""guardian"";b:1;}"
5242,"a:1:{s:8:""guardian"";b:1;}"
5321,"a:1:{s:8:""guardian"";b:1;}"
5243,"a:1:{s:8:""guardian"";b:1;}"
5247,"a:1:{s:8:""guardian"";b:1;}"
5248,"a:1:{s:8:""guardian"";b:1;}"
5533,"a:1:{s:8:""guardian"";b:1;}"
5646,"a:1:{s:8:""guardian"";b:1;}"
5249,"a:1:{s:8:""guardian"";b:1;}"
5253,"a:1:{s:8:""guardian"";b:1;}"
5254,"a:1:{s:8:""guardian"";b:1;}"
5255,"a:1:{s:8:""guardian"";b:1;}"
5262,"a:1:{s:8:""guardian"";b:1;}"
5264,"a:1:{s:8:""guardian"";b:1;}"
5268,"a:1:{s:8:""guardian"";b:1;}"
5269,"a:1:{s:8:""guardian"";b:1;}"
5270,"a:1:{s:8:""guardian"";b:1;}"
5271,"a:1:{s:8:""guardian"";b:1;}"
5276,"a:1:{s:8:""guardian"";b:1;}"
5277,"a:1:{s:8:""guardian"";b:1;}"
5278,"a:1:{s:8:""guardian"";b:1;}"
5280,"a:1:{s:8:""guardian"";b:1;}"
5281,"a:1:{s:8:""guardian"";b:1;}"
5283,"a:1:{s:8:""guardian"";b:1;}"
5702,"a:1:{s:8:""guardian"";b:1;}"
6506,"a:1:{s:8:""customer"";b:1;}"
5284,"a:1:{s:8:""guardian"";b:1;}"
5285,"a:1:{s:8:""guardian"";b:1;}"
5371,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5413,"a:1:{s:8:""guardian"";b:1;}"
5337,"a:1:{s:8:""guardian"";b:1;}"
6602,"a:1:{s:8:""customer"";b:1;}"
5314,"a:1:{s:8:""guardian"";b:1;}"
6642,"a:1:{s:8:""customer"";b:1;}"
5286,"a:1:{s:8:""guardian"";b:1;}"
5775,"a:1:{s:8:""guardian"";b:1;}"
5287,"a:1:{s:8:""guardian"";b:1;}"
5290,"a:1:{s:8:""guardian"";b:1;}"
5291,"a:1:{s:8:""guardian"";b:1;}"
5292,"a:1:{s:8:""guardian"";b:1;}"
5294,"a:1:{s:8:""guardian"";b:1;}"
5295,"a:1:{s:8:""guardian"";b:1;}"
5296,"a:1:{s:8:""guardian"";b:1;}"
5297,"a:1:{s:8:""guardian"";b:1;}"
5298,"a:1:{s:8:""guardian"";b:1;}"
6496,"a:1:{s:8:""customer"";b:1;}"
5299,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
5300,"a:1:{s:8:""guardian"";b:1;}"
5301,"a:1:{s:8:""guardian"";b:1;}"
5302,"a:1:{s:8:""guardian"";b:1;}"
5303,"a:1:{s:8:""guardian"";b:1;}"
5305,"a:1:{s:8:""guardian"";b:1;}"
5306,"a:1:{s:8:""guardian"";b:1;}"
5308,"a:1:{s:8:""guardian"";b:1;}"
5313,"a:1:{s:8:""guardian"";b:1;}"
5328,"a:1:{s:8:""guardian"";b:1;}"
5329,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5315,"a:1:{s:8:""guardian"";b:1;}"
5316,"a:1:{s:8:""guardian"";b:1;}"
5448,"a:1:{s:8:""guardian"";b:1;}"
5317,"a:1:{s:8:""guardian"";b:1;}"
5502,"a:1:{s:8:""guardian"";b:1;}"
5510,"a:1:{s:8:""guardian"";b:1;}"
5325,"a:1:{s:8:""guardian"";b:1;}"
5326,"a:1:{s:8:""guardian"";b:1;}"
5327,"a:1:{s:8:""guardian"";b:1;}"
5700,"a:1:{s:8:""guardian"";b:1;}"
5323,"a:1:{s:8:""guardian"";b:1;}"
5915,"a:1:{s:8:""guardian"";b:1;}"
5324,"a:1:{s:8:""guardian"";b:1;}"
5330,"a:1:{s:8:""guardian"";b:1;}"
5331,"a:1:{s:8:""guardian"";b:1;}"
5333,"a:1:{s:8:""guardian"";b:1;}"
6551,"a:1:{s:8:""customer"";b:1;}"
5336,"a:1:{s:8:""guardian"";b:1;}"
6580,"a:2:{s:8:""customer"";b:1;s:8:""guardian"";b:1;}"
5339,"a:1:{s:8:""guardian"";b:1;}"
5340,"a:1:{s:8:""guardian"";b:1;}"
5341,"a:1:{s:8:""guardian"";b:1;}"
5342,"a:1:{s:8:""guardian"";b:1;}"
5343,"a:1:{s:8:""guardian"";b:1;}"
5345,"a:1:{s:8:""guardian"";b:1;}"
5992,"a:1:{s:8:""guardian"";b:1;}"
5346,"a:1:{s:8:""guardian"";b:1;}"
5347,"a:1:{s:8:""guardian"";b:1;}"
5348,"a:1:{s:8:""guardian"";b:1;}"
5420,"a:1:{s:8:""guardian"";b:1;}"
5356,"a:1:{s:8:""guardian"";b:1;}"
5357,"a:1:{s:8:""guardian"";b:1;}"
5431,"a:1:{s:8:""guardian"";b:1;}"
5375,"a:1:{s:8:""guardian"";b:1;}"
5358,"a:1:{s:8:""guardian"";b:1;}"
5359,"a:1:{s:8:""guardian"";b:1;}"
5360,"a:1:{s:8:""guardian"";b:1;}"
5361,"a:1:{s:8:""guardian"";b:1;}"
5362,"a:1:{s:8:""guardian"";b:1;}"
5365,"a:1:{s:8:""guardian"";b:1;}"
6966,"a:1:{s:8:""customer"";b:1;}"
5372,"a:1:{s:8:""guardian"";b:1;}"
5374,"a:1:{s:8:""guardian"";b:1;}"
5376,"a:2:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;}"
5398,"a:1:{s:8:""guardian"";b:1;}"
6572,"a:1:{s:8:""customer"";b:1;}"
6744,"a:2:{s:8:""customer"";b:1;s:8:""guardian"";b:1;}"
5377,"a:1:{s:8:""guardian"";b:1;}"
5395,"a:1:{s:8:""guardian"";b:1;}"
5378,"a:1:{s:8:""guardian"";b:1;}"
5379,"a:2:{s:6:""editor"";b:1;s:13:""administrator"";b:1;}"
5380,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5381,"a:1:{s:8:""guardian"";b:1;}"
5382,"a:1:{s:8:""guardian"";b:1;}"
5383,"a:1:{s:8:""guardian"";b:1;}"
5384,"a:1:{s:8:""guardian"";b:1;}"
5386,"a:3:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:8:""customer"";b:1;}"
5387,"a:1:{s:8:""guardian"";b:1;}"
5388,"a:1:{s:8:""guardian"";b:1;}"
5389,"a:1:{s:8:""guardian"";b:1;}"
5390,"a:1:{s:8:""guardian"";b:1;}"
5391,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
6471,"a:1:{s:8:""customer"";b:1;}"
5392,"a:3:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:8:""customer"";b:1;}"
5393,"a:1:{s:8:""guardian"";b:1;}"
5394,"a:4:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:11:""instructors"";b:1;s:12:""pool_manager"";b:1;}"
5425,"a:4:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:11:""instructors"";b:1;s:12:""pool_manager"";b:1;}"
5423,"a:1:{s:8:""guardian"";b:1;}"
5419,"a:1:{s:8:""guardian"";b:1;}"
5417,"a:1:{s:8:""guardian"";b:1;}"
5416,"a:1:{s:8:""guardian"";b:1;}"
5606,"a:1:{s:8:""guardian"";b:1;}"
5396,"a:1:{s:8:""guardian"";b:1;}"
5635,"a:1:{s:8:""guardian"";b:1;}"
5443,"a:1:{s:8:""guardian"";b:1;}"
6815,"a:1:{s:8:""customer"";b:1;}"
5415,"a:1:{s:8:""guardian"";b:1;}"
5410,"a:1:{s:8:""guardian"";b:1;}"
5403,"a:1:{s:8:""guardian"";b:1;}"
6532,"a:1:{s:8:""customer"";b:1;}"
6849,"a:1:{s:8:""customer"";b:1;}"
5397,"a:1:{s:8:""guardian"";b:1;}"
5485,"a:1:{s:8:""guardian"";b:1;}"
5399,"a:1:{s:8:""guardian"";b:1;}"
6592,"a:1:{s:8:""customer"";b:1;}"
5404,"a:1:{s:8:""guardian"";b:1;}"
5461,"a:1:{s:8:""guardian"";b:1;}"
5462,"a:1:{s:8:""guardian"";b:1;}"
5780,"a:1:{s:8:""guardian"";b:1;}"
5813,"a:1:{s:8:""guardian"";b:1;}"
5402,"a:1:{s:8:""guardian"";b:1;}"
5405,"a:1:{s:8:""guardian"";b:1;}"
5406,"a:1:{s:8:""guardian"";b:1;}"
5407,"a:1:{s:8:""guardian"";b:1;}"
5408,"a:1:{s:8:""guardian"";b:1;}"
5409,"a:1:{s:8:""guardian"";b:1;}"
5412,"a:1:{s:8:""guardian"";b:1;}"
5789,"a:1:{s:8:""guardian"";b:1;}"
6144,"a:1:{s:8:""guardian"";b:1;}"
5414,"a:1:{s:8:""guardian"";b:1;}"
5418,"a:1:{s:8:""guardian"";b:1;}"
5421,"a:1:{s:8:""guardian"";b:1;}"
5422,"a:1:{s:8:""guardian"";b:1;}"
5424,"a:1:{s:8:""guardian"";b:1;}"
5459,"a:1:{s:8:""guardian"";b:1;}"
5456,"a:1:{s:8:""guardian"";b:1;}"
5457,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5447,"a:1:{s:8:""guardian"";b:1;}"
5446,"a:1:{s:8:""guardian"";b:1;}"
5432,"a:1:{s:8:""guardian"";b:1;}"
5426,"a:1:{s:8:""guardian"";b:1;}"
5427,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5428,"a:1:{s:8:""guardian"";b:1;}"
5429,"a:1:{s:8:""guardian"";b:1;}"
5430,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5530,"a:1:{s:8:""guardian"";b:1;}"
6603,"a:1:{s:8:""customer"";b:1;}"
6554,"a:1:{s:8:""customer"";b:1;}"
5434,"a:1:{s:8:""guardian"";b:1;}"
5435,"a:1:{s:8:""guardian"";b:1;}"
5436,"a:1:{s:8:""guardian"";b:1;}"
5437,"a:3:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;s:12:""bishopgalvin"";b:1;}"
5438,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
5439,"a:1:{s:8:""guardian"";b:1;}"
6622,"a:1:{s:8:""customer"";b:1;}"
5440,"a:1:{s:8:""guardian"";b:1;}"
5441,"a:1:{s:8:""guardian"";b:1;}"
5442,"a:1:{s:8:""guardian"";b:1;}"
5445,"a:1:{s:8:""guardian"";b:1;}"
6591,"a:1:{s:8:""customer"";b:1;}"
5449,"a:1:{s:8:""guardian"";b:1;}"
6497,"a:1:{s:8:""customer"";b:1;}"
5450,"a:1:{s:8:""guardian"";b:1;}"
5451,"a:1:{s:8:""guardian"";b:1;}"
5452,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5453,"a:3:{s:8:""guardian"";b:1;s:8:""customer"";b:1;s:12:""bishopgalvin"";b:1;}"
5454,"a:1:{s:8:""guardian"";b:1;}"
5455,"a:1:{s:8:""guardian"";b:1;}"
5458,"a:1:{s:8:""guardian"";b:1;}"
5460,"a:1:{s:8:""guardian"";b:1;}"
6523,"a:1:{s:8:""customer"";b:1;}"
5469,"a:1:{s:8:""guardian"";b:1;}"
5464,"a:1:{s:8:""guardian"";b:1;}"
5465,"a:1:{s:8:""guardian"";b:1;}"
5466,"a:1:{s:8:""guardian"";b:1;}"
5467,"a:1:{s:8:""guardian"";b:1;}"
5468,"a:1:{s:8:""guardian"";b:1;}"
5470,"a:1:{s:8:""guardian"";b:1;}"
5473,"a:1:{s:8:""guardian"";b:1;}"
5471,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5472,"a:1:{s:8:""guardian"";b:1;}"
5517,"a:1:{s:8:""guardian"";b:1;}"
5474,"a:1:{s:8:""guardian"";b:1;}"
5475,"a:1:{s:8:""guardian"";b:1;}"
5476,"a:1:{s:8:""guardian"";b:1;}"
5477,"a:1:{s:8:""guardian"";b:1;}"
6605,"a:1:{s:8:""customer"";b:1;}"
5479,"a:1:{s:8:""guardian"";b:1;}"
5478,"a:1:{s:8:""guardian"";b:1;}"
5486,"a:1:{s:8:""guardian"";b:1;}"
5555,"a:4:{s:11:""desk_duties"";b:1;s:10:""instructor"";b:1;s:12:""pool_manager"";b:1;s:11:""instructors"";b:1;}"
5480,"a:1:{s:8:""guardian"";b:1;}"
5729,"a:1:{s:8:""guardian"";b:1;}"
5481,"a:1:{s:8:""guardian"";b:1;}"
5482,"a:1:{s:8:""guardian"";b:1;}"
5484,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
5483,"a:1:{s:8:""guardian"";b:1;}"
6519,"a:1:{s:8:""customer"";b:1;}"
5662,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
5487,"a:1:{s:8:""guardian"";b:1;}"
5550,"a:1:{s:8:""guardian"";b:1;}"
5496,"a:1:{s:8:""guardian"";b:1;}"
5511,"a:1:{s:8:""guardian"";b:1;}"
5512,"a:1:{s:8:""guardian"";b:1;}"
5513,"a:1:{s:8:""guardian"";b:1;}"
5514,"a:1:{s:8:""guardian"";b:1;}"
5515,"a:1:{s:8:""guardian"";b:1;}"
5516,"a:1:{s:8:""guardian"";b:1;}"
5562,"a:1:{s:8:""guardian"";b:1;}"
5518,"a:1:{s:8:""guardian"";b:1;}"
5519,"a:1:{s:8:""guardian"";b:1;}"
5520,"a:1:{s:8:""guardian"";b:1;}"
5522,"a:1:{s:8:""guardian"";b:1;}"
5521,"a:1:{s:8:""guardian"";b:1;}"
5523,"a:1:{s:8:""guardian"";b:1;}"
5524,"a:1:{s:8:""guardian"";b:1;}"
5525,"a:1:{s:8:""guardian"";b:1;}"
5526,"a:1:{s:8:""guardian"";b:1;}"
5527,"a:1:{s:8:""guardian"";b:1;}"
5528,"a:1:{s:8:""guardian"";b:1;}"
5529,"a:1:{s:8:""guardian"";b:1;}"
5531,"a:1:{s:8:""guardian"";b:1;}"
5532,"a:1:{s:8:""guardian"";b:1;}"
5534,"a:1:{s:8:""guardian"";b:1;}"
5535,"a:1:{s:8:""guardian"";b:1;}"
5536,"a:1:{s:8:""guardian"";b:1;}"
5537,"a:1:{s:8:""guardian"";b:1;}"
5538,"a:1:{s:8:""guardian"";b:1;}"
5539,"a:1:{s:8:""guardian"";b:1;}"
5540,"a:1:{s:8:""guardian"";b:1;}"
5541,"a:1:{s:8:""guardian"";b:1;}"
5542,"a:1:{s:8:""guardian"";b:1;}"
5543,"a:1:{s:8:""guardian"";b:1;}"
5544,"a:1:{s:8:""guardian"";b:1;}"
5545,"a:1:{s:8:""guardian"";b:1;}"
5546,"a:1:{s:8:""guardian"";b:1;}"
5547,"a:1:{s:8:""guardian"";b:1;}"
5548,"a:1:{s:8:""guardian"";b:1;}"
5549,"a:1:{s:8:""guardian"";b:1;}"
5551,"a:1:{s:8:""guardian"";b:1;}"
5552,"a:1:{s:8:""guardian"";b:1;}"
5553,"a:1:{s:8:""guardian"";b:1;}"
6949,"a:1:{s:8:""customer"";b:1;}"
5965,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5638,"a:1:{s:8:""guardian"";b:1;}"
5556,"a:1:{s:8:""guardian"";b:1;}"
5557,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
9487,"a:1:{s:8:""customer"";b:1;}"
5699,"a:1:{s:8:""guardian"";b:1;}"
5558,"a:1:{s:8:""guardian"";b:1;}"
5559,"a:1:{s:8:""guardian"";b:1;}"
5560,"a:1:{s:8:""guardian"";b:1;}"
5561,"a:1:{s:8:""guardian"";b:1;}"
5650,"a:1:{s:8:""guardian"";b:1;}"
5568,"a:1:{s:8:""guardian"";b:1;}"
5563,"a:1:{s:8:""guardian"";b:1;}"
5564,"a:1:{s:8:""guardian"";b:1;}"
5565,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5566,"a:1:{s:8:""guardian"";b:1;}"
5567,"a:1:{s:8:""guardian"";b:1;}"
5569,"a:1:{s:8:""guardian"";b:1;}"
5570,"a:1:{s:8:""guardian"";b:1;}"
5571,"a:1:{s:8:""guardian"";b:1;}"
5572,"a:1:{s:8:""guardian"";b:1;}"
6578,"a:1:{s:8:""customer"";b:1;}"
5573,"a:1:{s:8:""guardian"";b:1;}"
5574,"a:1:{s:8:""guardian"";b:1;}"
5575,"a:1:{s:8:""guardian"";b:1;}"
5577,"a:1:{s:8:""guardian"";b:1;}"
5578,"a:1:{s:8:""guardian"";b:1;}"
5579,"a:1:{s:8:""guardian"";b:1;}"
5580,"a:1:{s:8:""guardian"";b:1;}"
5621,"a:1:{s:8:""guardian"";b:1;}"
5581,"a:1:{s:8:""guardian"";b:1;}"
5582,"a:1:{s:8:""guardian"";b:1;}"
5583,"a:1:{s:8:""guardian"";b:1;}"
5585,"a:1:{s:8:""guardian"";b:1;}"
5586,"a:1:{s:8:""guardian"";b:1;}"
5588,"a:1:{s:8:""guardian"";b:1;}"
5589,"a:1:{s:8:""guardian"";b:1;}"
5590,"a:1:{s:8:""guardian"";b:1;}"
5591,"a:1:{s:8:""guardian"";b:1;}"
6964,"a:1:{s:8:""customer"";b:1;}"
5592,"a:1:{s:8:""guardian"";b:1;}"
5593,"a:1:{s:8:""guardian"";b:1;}"
6589,"a:1:{s:8:""customer"";b:1;}"
5594,"a:3:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:8:""customer"";b:1;}"
5599,"a:1:{s:8:""guardian"";b:1;}"
5595,"a:1:{s:8:""guardian"";b:1;}"
5596,"a:1:{s:8:""guardian"";b:1;}"
5597,"a:1:{s:8:""guardian"";b:1;}"
5598,"a:1:{s:8:""guardian"";b:1;}"
5600,"a:1:{s:8:""guardian"";b:1;}"
5601,"a:1:{s:8:""guardian"";b:1;}"
5602,"a:1:{s:8:""guardian"";b:1;}"
5603,"a:1:{s:8:""guardian"";b:1;}"
5604,"a:1:{s:8:""guardian"";b:1;}"
5605,"a:1:{s:8:""guardian"";b:1;}"
5607,"a:1:{s:8:""guardian"";b:1;}"
5608,"a:1:{s:8:""guardian"";b:1;}"
5609,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5610,"a:1:{s:8:""guardian"";b:1;}"
5611,"a:1:{s:8:""guardian"";b:1;}"
5612,"a:1:{s:8:""guardian"";b:1;}"
5613,"a:1:{s:8:""guardian"";b:1;}"
5625,"a:1:{s:8:""guardian"";b:1;}"
5614,"a:1:{s:8:""guardian"";b:1;}"
5615,"a:1:{s:8:""guardian"";b:1;}"
5616,"a:1:{s:8:""guardian"";b:1;}"
5617,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
5618,"a:1:{s:8:""guardian"";b:1;}"
5619,"a:1:{s:8:""guardian"";b:1;}"
5620,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5622,"a:1:{s:8:""guardian"";b:1;}"
5623,"a:1:{s:8:""guardian"";b:1;}"
5624,"a:1:{s:8:""guardian"";b:1;}"
5701,"a:1:{s:8:""guardian"";b:1;}"
6539,"a:1:{s:8:""customer"";b:1;}"
5626,"a:1:{s:8:""guardian"";b:1;}"
5627,"a:1:{s:8:""guardian"";b:1;}"
5629,"a:1:{s:8:""guardian"";b:1;}"
5630,"a:1:{s:8:""guardian"";b:1;}"
5768,"a:1:{s:8:""guardian"";b:1;}"
5631,"a:3:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;s:12:""bishopgalvin"";b:1;}"
5632,"a:1:{s:8:""guardian"";b:1;}"
5633,"a:1:{s:8:""guardian"";b:1;}"
5639,"a:2:{s:11:""instructors"";b:1;s:12:""pool_manager"";b:1;}"
5634,"a:1:{s:8:""guardian"";b:1;}"
5636,"a:1:{s:8:""guardian"";b:1;}"
5637,"a:1:{s:8:""guardian"";b:1;}"
5655,"a:1:{s:8:""guardian"";b:1;}"
5640,"a:1:{s:8:""guardian"";b:1;}"
5649,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
5641,"a:1:{s:8:""guardian"";b:1;}"
5709,"a:1:{s:8:""guardian"";b:1;}"
5642,"a:2:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;}"
5715,"a:1:{s:8:""guardian"";b:1;}"
6535,"a:1:{s:8:""customer"";b:1;}"
5644,"a:1:{s:8:""guardian"";b:1;}"
5645,"a:2:{s:8:""guardian"";b:1;s:8:""customer"";b:1;}"
6651,"a:1:{s:8:""guardian"";b:1;}"
5740,"a:1:{s:8:""guardian"";b:1;}"
5648,"a:1:{s:8:""guardian"";b:1;}"
5651,"a:1:{s:8:""guardian"";b:1;}"
5652,"a:1:{s:8:""guardian"";b:1;}"
6385,"a:1:{s:8:""guardian"";b:1;}"
5653,"a:1:{s:8:""guardian"";b:1;}"
5654,"a:1:{s:8:""guardian"";b:1;}"
5656,"a:1:{s:8:""guardian"";b:1;}"
5657,"a:3:{s:8:""guardian"";b:1;s:12:""bishopgalvin"";b:1;s:8:""customer"";b:1;}"
5658,"a:2:{s:11:""instructors"";b:1;s:12:""pool_manager"";b:1;}"
5659,"a:1:{s:8:""guardian"";b:1;}"
5912,"a:1:{s:8:""guardian"";b:1;}"
5661,"a:1:{s:8:""guardian"";b:1;}"
5665,"a:2:{s:8:""guardian"";b:1;s:13:""bishop_galvin"";b:1;}"
5663,"a:1:{s:8:""guardian"";b:1;}"
5664,"a:1:{s:8:""guardian"";b:1;}"
5666,"a:1:{s:8:""guardian"";b:1;}"
5667,"a:1:{s:11:""instructors"";b:1;}"
5668,"a:2:{s:10:""instructor"";b:1;s:11:""bbp_blocked"";b:1;}"
5669,"a:1:{s:11:""instructors"";b:1;}"
5670,"a:2:{s:10:""instructor"";b:1;s:11:""bbp_blocked"";b:1;}"
5671,"a:3:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:11:""instructors"";b:1;}"
5672,"a:6:{s:10:""instructor"";b:1;s:11:""desk_duties"";b:1;s:18:""pool_administrator"";b:1;s:13:""administrator"";b:1;s:6:""editor"";b:1;s:8:""guardian"";b:1;}"
5673,"a:2:{s:8:""customer"";b:1;s:11:""instructors"";b:1;}"
5674,"a:2:{s:11:""instructors"";b:1;s:12:""pool_manager"";b:1;}"
5677,"a:1:{s:8:""guardian"";b:1;}"
5678,"a:1:{s:8:""guardian"";b:1;}"
5679,"a:1:{s:8:""guardian"";b:1;}"
5680,"a:1:{s:8:""guardian"";b:1;}"
5681,"a:1:{s:8:""guardian"";b:1;}"
5682,"a:1:{s:8:""guardian"";b:1;}"
5683,"a:1:{s:8:""guardian"";b:1;}"
5704,"a:1:{s:8:""guardian"";b:1;}"
5685,"a:1:{s:8:""guardian"";b:1;}"
5686,"a:1:{s:8:""guardian"";b:1;}"
5690,"a:1:{s:8:""guardian"";b:1;}"
5687,"a:1:{s:8:""guardian"";b:1;}"
5688,"a:1:{s:8:""guardian"";b:1;}"
5689,"a:1:{s:8:""guardian"";b:1;}"
5691,"a:1:{s:8:""guardian"";b:1;}"
